Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
02/03/2020,50.59,50.59,50.59,50.59,0.19,+0.38%,0,66
01/31/2020,50.4,50.4,50.4,50.4,0.08,+0.16%,0,66
01/30/2020,50.32,50.32,50.32,50.32,0.22,+0.44%,0,66
01/29/2020,50.1,50.1,50.1,50.1,-0.11,-0.22%,0,66
01/28/2020,50.21,50.21,50.21,50.21,0.22,+0.44%,0,66
01/27/2020,49.99,49.99,49.99,49.99,0.37,+0.75%,0,66
01/24/2020,49.62,49.62,49.62,49.62,-0.58,-1.16%,0,66
01/23/2020,50.2,50.2,50.2,50.2,-1.02,-1.99%,0,66
01/22/2020,51.22,51.22,51.22,51.22,-0.43,-0.83%,0,66
01/21/2020,51.65,51.65,51.65,51.65,0.34,+0.66%,0,66
01/17/2020,51.31,51.31,51.31,51.31,0.03,+0.06%,0,66
01/16/2020,51.28,51.28,51.28,51.28,0.26,+0.51%,0,66
01/15/2020,51.02,51.02,51.02,51.02,-0.39,-0.76%,0,66
01/14/2020,51.41,51.41,51.41,51.41,0.04,+0.08%,0,66
01/13/2020,51.37,51.37,51.37,51.37,0.08,+0.16%,0,66
01/10/2020,51.29,51.29,51.29,51.29,-0.16,-0.31%,0,66
01/09/2020,51.45,51.45,51.45,51.45,0.39,+0.76%,0,66
01/08/2020,51.06,51.06,51.06,51.06,-0.46,-0.89%,0,66
01/07/2020,51.52,51.52,51.52,51.52,0.32,+0.63%,0,66
01/06/2020,51.2,51.2,51.2,51.2,-0.02,-0.04%,0,66
01/03/2020,51.22,51.22,51.22,51.22,-0.45,-0.87%,0,66
01/02/2020,51.67,51.67,51.67,51.67,0.37,+0.72%,0,66
12/31/2019,51.3,51.3,51.3,51.3,-0.39,-0.75%,0,66
12/30/2019,51.69,51.69,51.69,51.69,0.09,+0.17%,0,66
12/27/2019,51.6,51.6,51.6,51.6,0.4,+0.78%,0,66
12/26/2019,51.2,51.2,51.2,51.2,-0.07,-0.14%,0,66
12/24/2019,51.27,51.27,51.27,51.27,0.09,+0.18%,0,66
12/23/2019,51.18,51.18,51.18,51.18,0.07,+0.14%,0,66
12/20/2019,51.11,51.11,51.11,51.11,0.04,+0.08%,0,66
12/19/2019,51.07,51.07,51.07,51.07,-0.09,-0.18%,0,66
12/18/2019,51.16,51.16,51.16,51.16,0.07,+0.14%,0,66
12/17/2019,51.09,51.09,51.09,51.09,-0.38,-0.74%,0,66
12/16/2019,51.47,51.47,51.47,51.47,0.43,+0.84%,0,66
12/13/2019,51.04,51.04,51.04,51.04,-0.15,-0.29%,0,66
12/12/2019,51.19,51.19,51.19,51.19,0.25,+0.49%,0,66
12/11/2019,50.94,50.94,50.94,50.94,-0.19,-0.37%,0,66
12/10/2019,51.13,51.13,51.13,51.13,0.24,+0.47%,0,66
12/09/2019,50.89,50.89,50.89,50.89,-0.01,-0.02%,0,66
12/06/2019,50.9,50.9,50.9,50.9,-0.33,-0.64%,0,66
12/05/2019,51.23,51.23,51.23,51.23,-0.45,-0.87%,0,66
12/04/2019,51.68,51.68,51.68,51.68,0.58,+1.14%,0,66
12/03/2019,51.1,51.1,51.1,51.1,0.07,+0.14%,0,66
12/02/2019,51.03,51.03,51.03,51.03,0.85,+1.69%,0,66
11/29/2019,50.18,50.18,50.18,50.18,-1.27,-2.47%,0,66
11/27/2019,51.45,51.45,51.45,51.45,-0.41,-0.79%,0,66
11/26/2019,51.86,51.86,51.86,51.86,0.14,+0.27%,0,66
11/25/2019,51.72,51.72,51.72,51.72,0.09,+0.17%,0,66
11/22/2019,51.63,51.63,51.63,51.63,-0.45,-0.86%,0,66
11/21/2019,52.08,52.08,52.08,52.08,0.42,+0.81%,0,66
11/20/2019,51.66,51.66,51.66,51.66,0.67,+1.31%,0,66
11/19/2019,50.99,50.99,50.99,50.99,-0.39,-0.76%,0,66
11/18/2019,51.38,51.38,51.38,51.38,-0.4,-0.77%,0,66
11/15/2019,51.78,51.78,51.78,51.78,0.46,+0.90%,0,66
11/14/2019,51.32,51.32,51.32,51.32,-0.51,-0.98%,0,66
11/13/2019,51.83,51.83,51.83,51.83,0.17,+0.33%,0,66
11/12/2019,51.66,51.66,51.66,51.66,0.05,+0.10%,0,66
11/11/2019,51.61,51.61,51.61,51.61,-0.05,-0.10%,0,66
11/08/2019,51.66,51.66,51.66,51.66,0.27,+0.53%,0,66
11/07/2019,51.39,51.39,51.39,51.39,0.15,+0.29%,0,66
11/06/2019,51.24,51.24,51.24,51.24,-0.83,-1.59%,0,66
11/05/2019,52.07,52.07,52.07,52.07,0.34,+0.66%,0,66
11/04/2019,51.73,51.73,51.73,51.73,-0.48,-0.92%,0,66
11/01/2019,52.21,52.21,52.21,52.21,1.29,+2.53%,0,66
10/31/2019,50.92,50.92,50.92,50.92,0.05,+0.10%,0,66
10/30/2019,50.87,50.87,50.87,50.87,-0.73,-1.41%,0,66
10/29/2019,51.6,51.6,51.6,51.6,0.11,+0.21%,0,66
10/28/2019,51.49,51.49,51.49,51.49,-0.42,-0.81%,0,66
10/25/2019,51.91,51.91,51.91,51.91,0.26,+0.50%,0,66
10/24/2019,51.65,51.65,51.65,51.65,0.1,+0.19%,0,66
10/23/2019,51.55,51.55,51.55,51.55,0.38,+0.74%,0,66
10/22/2019,51.17,51.17,51.17,51.17,-0.01,-0.02%,0,66
10/21/2019,51.18,51.18,51.18,51.18,0.31,+0.61%,0,66
10/18/2019,50.87,50.87,50.87,50.87,-0.19,-0.37%,0,66
10/17/2019,51.06,51.06,51.06,51.06,0.09,+0.18%,0,66
10/16/2019,50.97,50.97,50.97,50.97,0.2,+0.39%,0,66
10/15/2019,50.77,50.77,50.77,50.77,-0.48,-0.94%,0,66
10/14/2019,51.25,51.25,51.25,51.25,0.04,+0.08%,0,66
10/11/2019,51.21,51.21,51.21,51.21,0.26,+0.51%,0,66
10/10/2019,50.95,50.95,50.95,50.95,-0.32,-0.62%,0,66
10/09/2019,51.27,51.27,51.27,51.27,-0.16,-0.31%,0,66
10/08/2019,51.43,51.43,51.43,51.43,0.16,+0.31%,0,66
10/07/2019,51.27,51.27,51.27,51.27,-0.18,-0.35%,0,66
10/04/2019,51.45,51.45,51.45,51.45,0.79,+1.56%,0,66
10/03/2019,50.66,50.66,50.66,50.66,-0.53,-1.04%,0,66
10/02/2019,51.19,51.19,51.19,51.19,-0.08,-0.16%,0,66
10/01/2019,51.27,51.27,51.27,51.27,0.1,+0.20%,0,66
09/30/2019,51.17,51.17,51.17,51.17,-0.46,-0.89%,0,66
09/27/2019,51.63,51.63,51.63,51.63,-0.19,-0.37%,0,66
09/26/2019,51.82,51.82,51.82,51.82,0.08,+0.15%,0,66
09/25/2019,51.74,51.74,51.74,51.74,-0.11,-0.21%,0,66
09/24/2019,51.85,51.85,51.85,51.85,-0.67,-1.28%,0,66
09/23/2019,52.52,52.52,52.52,52.52,0.82,+1.59%,0,66
09/20/2019,51.7,51.7,51.7,51.7,0.23,+0.45%,0,66
09/19/2019,51.47,51.47,51.47,51.47,-0.14,-0.27%,0,66
09/18/2019,51.61,51.61,51.61,51.61,-0.42,-0.81%,0,66
09/17/2019,52.03,52.03,52.03,52.03,-0.33,-0.63%,0,66
09/16/2019,52.36,52.36,52.36,52.36,1.42,+2.79%,0,66
09/13/2019,50.94,50.94,50.94,50.94,-0.67,-1.30%,0,66
09/12/2019,51.61,51.61,51.61,51.61,-0.24,-0.46%,0,66
09/11/2019,51.85,51.85,51.85,51.85,-0.53,-1.01%,0,66
09/10/2019,52.38,52.38,52.38,52.38,0.11,+0.21%,0,66
09/09/2019,52.27,52.27,52.27,52.27,0.09,+0.17%,0,66
09/06/2019,52.18,52.18,52.18,52.18,0.03,+0.06%,0,66
09/05/2019,52.15,52.15,52.15,52.15,0.09,+0.17%,0,66
09/04/2019,52.06,52.06,52.06,52.06,0.81,+1.58%,0,66
09/03/2019,51.25,51.25,51.25,51.25,0.2,+0.39%,0,66
08/30/2019,51.05,51.05,51.05,51.05,-1.13,-2.17%,0,66
08/29/2019,52.18,52.18,52.18,52.18,-0.16,-0.31%,0,66
08/28/2019,52.34,52.34,52.34,52.34,-0.02,-0.04%,0,66
08/27/2019,52.36,52.36,52.36,52.36,0.73,+1.41%,0,66
08/26/2019,51.63,51.63,51.63,51.63,-0.09,-0.17%,0,66
08/23/2019,51.72,51.72,51.72,51.72,-0.16,-0.31%,0,66
08/22/2019,51.88,51.88,51.88,51.88,-0.02,-0.04%,0,66
08/21/2019,51.9,51.9,51.9,51.9,0.22,+0.43%,0,66
08/20/2019,51.68,51.68,51.68,51.68,-0.53,-1.02%,0,66
08/19/2019,52.21,52.21,52.21,52.21,-0.11,-0.21%,0,66
08/16/2019,52.32,52.32,52.32,52.32,-0.1,-0.19%,0,66
08/15/2019,52.42,52.42,52.42,52.42,-0.55,-1.04%,0,66
08/14/2019,52.97,52.97,52.97,52.97,-1.35,-2.49%,0,66
08/13/2019,54.32,54.32,54.32,54.32,1.51,+2.86%,0,66
08/12/2019,52.81,52.81,52.81,52.81,-0.09,-0.17%,0,66
08/09/2019,52.9,52.9,52.9,52.9,0.79,+1.52%,10,66
08/08/2019,52.11,52.11,52.11,52.11,-0.02,-0.04%,0,56
08/07/2019,52.13,52.13,52.13,52.13,-0.27,-0.52%,0,56
08/06/2019,52.4,52.4,52.4,52.4,-0.41,-0.78%,0,56
08/05/2019,52.81,52.81,52.81,52.81,-0.05,-0.09%,0,56
08/02/2019,52.86,52.86,52.86,52.86,1.61,+3.14%,10,56
08/01/2019,51.25,51.25,51.25,51.25,-1.68,-3.17%,0,46
07/31/2019,52.93,52.93,52.93,52.93,0.12,+0.23%,0,46
07/30/2019,52.81,52.81,52.81,52.81,0.23,+0.44%,0,46
07/29/2019,52.58,52.58,52.58,52.58,-0.61,-1.15%,0,46
07/26/2019,53.19,53.19,53.19,53.19,0.5,+0.95%,0,46
07/25/2019,52.69,52.69,52.69,52.69,0.29,+0.55%,0,46
07/24/2019,52.4,52.4,52.4,52.4,-0.5,-0.95%,0,46
07/23/2019,52.9,52.9,52.9,52.9,-0.48,-0.90%,0,46
07/22/2019,53.38,53.38,53.38,53.38,0.38,+0.72%,0,46
07/19/2019,53,53,53,53,0.91,+1.75%,10,46
07/18/2019,52.09,52.09,52.09,52.09,-0.9,-1.70%,10,36
07/17/2019,52.99,52.99,52.99,52.99,0.38,+0.72%,0,26
07/16/2019,52.61,52.61,52.61,52.61,-0.87,-1.63%,0,26
07/15/2019,53.48,53.48,53.48,53.48,-0.31,-0.58%,0,26
07/12/2019,53.79,53.79,53.79,53.79,-0.54,-0.99%,0,26
07/11/2019,54.33,54.33,54.33,54.33,-0.69,-1.25%,5,26
07/10/2019,55.02,55.02,55.02,55.02,0.53,+0.97%,0,21
07/09/2019,54.49,54.49,54.49,54.49,0.53,+0.98%,0,21
07/08/2019,53.96,53.96,53.96,53.96,0.4,+0.75%,0,21
07/05/2019,53.56,53.56,53.56,53.56,-0.3,-0.56%,0,21
07/03/2019,53.86,53.86,53.86,53.86,0.85,+1.60%,0,21
