Time,Open,High,Low,Last,Change,%Chg,Volume
09/02/2009,17.1807,17.2905,17.1097,17.1452,-0.0484,-0.28%,775181
09/01/2009,17.3292,17.7584,17.1484,17.1936,-0.2582,-1.48%,1087486
08/31/2009,17.3324,17.5002,17.3033,17.4518,-0.0774,-0.44%,304867
08/28/2009,17.8197,17.8197,17.4034,17.5292,-0.1647,-0.93%,360017
08/27/2009,17.7197,17.7326,17.3421,17.6939,-0.0774,-0.44%,579060
08/26/2009,17.568,17.8069,17.5292,17.7713,0.2711,+1.55%,489833
08/25/2009,17.4292,17.6067,17.4292,17.5002,0.0903,+0.52%,356298
08/24/2009,17.5486,17.5486,17.3518,17.4099,-0.0709,-0.41%,323455
08/21/2009,17.5002,17.5873,17.397,17.4808,0.171,+0.99%,524222
08/20/2009,17.0516,17.4744,16.916,17.3098,0.1323,+0.77%,492931
08/19/2009,16.7095,17.1936,16.6868,17.1775,0.3421,+2.03%,521123
08/18/2009,16.7773,16.9451,16.6771,16.8354,0.1002,+0.60%,766504
08/17/2009,16.7837,16.7837,16.6546,16.7352,-0.2873,-1.69%,377986
08/14/2009,17.1162,17.184,16.8257,17.0225,-0.1485,-0.86%,250648
08/13/2009,17.3582,17.3582,17.0838,17.171,-0.0904,-0.52%,1146968
08/12/2009,17.1032,17.3776,17.0774,17.2614,0.1195,+0.70%,278842
08/11/2009,17.2775,17.3646,17.0484,17.1419,-0.1614,-0.93%,983694
08/10/2009,17.3873,17.3873,17.1549,17.3033,-0.0162,-0.09%,424460
08/07/2009,17.468,17.4841,17.1775,17.3195,0.0517,+0.30%,421981
08/06/2009,17.752,17.752,17.2194,17.2678,-0.4454,-2.51%,500057
08/05/2009,18.0392,18.0392,17.6519,17.7132,-0.3132,-1.74%,240424
08/04/2009,17.4292,18.0586,17.4292,18.0264,0.1486,+0.83%,518334
08/03/2009,17.9424,17.9424,17.7003,17.8778,0.0484,+0.27%,951782
07/31/2009,17.9134,18.0812,17.8069,17.8294,-0.1227,-0.68%,440880
07/30/2009,18.0231,18.0748,17.8456,17.9521,0.1162,+0.65%,551487
07/29/2009,17.8681,17.8908,17.7456,17.8359,-0.1097,-0.61%,567908
07/28/2009,17.6487,17.9521,17.6487,17.9456,0.1743,+0.98%,631422
07/27/2009,17.6778,17.8069,17.5777,17.7713,0.1,+0.57%,1035434
07/24/2009,17.2678,17.71,17.2678,17.6713,0.3195,+1.84%,510280
07/23/2009,16.3319,17.3679,16.3319,17.3518,1.2944,+8.06%,1859251
