Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
12/02/2022,78.91,79.18,77.96,78.58,-0.18,-0.23%,662915,1410821
12/01/2022,78.75,79.99,78.47,78.76,-0.04,-0.05%,742271,1414811
11/30/2022,76.64,78.9,76.64,78.8,2.39,+3.13%,644016,1420782
11/29/2022,77.24,77.32,75.71,76.41,0.9,+1.19%,811327,1412121
11/28/2022,74.68,75.71,73.1,75.51,0.58,+0.77%,932664,1407065
11/25/2022,76.07,77.4,74.89,74.93,-1.13,-1.49%,500845,1413346
11/23/2022,76.22,76.25,75.02,76.06,-1.17,-1.51%,813230,1413041
11/22/2022,76.89,77.82,76.89,77.23,0.37,+0.48%,570659,1403260
11/21/2022,76.33,76.91,73.26,76.86,0.82,+1.08%,1066369,1415064
11/18/2022,75.98,77.28,74.8,76.04,-0.62,-0.81%,1167883,1439585
11/17/2022,77.34,77.88,76.16,76.66,-1.93,-2.46%,1034811,1451894
11/16/2022,78.57,78.87,78.08,78.59,-1.34,-1.68%,694275,1437134
11/15/2022,78.17,81.1,78.17,79.93,1.46,+1.86%,940328,1469437
11/14/2022,80.58,80.76,78.3,78.47,-1.59,-1.99%,826468,1485833
11/11/2022,79.63,80.64,79.55,80.06,1.91,+2.44%,696142,1468011
11/10/2022,77.67,78.75,77.35,78.15,0.4,+0.51%,748085,1453200
11/09/2022,79.59,79.59,77.51,77.75,-2.37,-2.96%,939237,1451641
11/08/2022,81.53,82.14,80.02,80.12,-1.8,-2.20%,795325,1446658
11/07/2022,81.16,82.72,81.16,81.92,-0.18,-0.22%,717952,1454170
11/04/2022,79.8,82.54,79.76,82.1,2.85,+3.60%,823655,1469138
11/03/2022,79.93,79.98,78.83,79.25,-1.07,-1.33%,513158,1453870
11/02/2022,79.27,80.41,78.44,80.32,1.76,+2.24%,593384,1459758
11/01/2022,77.21,79.05,77.21,78.56,1.16,+1.50%,558152,1459052
10/31/2022,78.17,78.17,76.44,77.4,-0.5,-0.64%,523819,1454097
10/28/2022,78.54,78.59,77.47,77.9,-1.12,-1.42%,504681,1453285
10/27/2022,78.49,79.32,78.41,79.02,0.67,+0.86%,619937,1451367
10/26/2022,76.5,78.63,76.5,78.35,1.34,+1.74%,556852,1442243
10/25/2022,75.75,77.13,75.64,77.01,0.92,+1.21%,483573,1436942
10/24/2022,75.48,76.4,74.76,76.09,0.08,+0.11%,454678,1434285
10/21/2022,76.23,76.27,75.52,76.01,0.32,+0.42%,559397,1430747
10/20/2022,76.55,77.22,75.69,75.69,-0.64,-0.84%,721233,1434555
10/19/2022,75.43,76.56,75.17,76.33,1.19,+1.58%,881093,1435957
10/18/2022,75.39,76.07,74.44,75.14,-0.51,-0.67%,850841,1454431
10/17/2022,75.63,76.56,75.54,75.65,0.24,+0.32%,534659,1454545
10/14/2022,76.04,76.54,75.25,75.41,-2.1,-2.71%,658783,1465253
10/13/2022,75.96,77.58,75.44,77.51,1.52,+2.00%,742902,1470403
10/12/2022,76.15,76.16,75.33,75.99,-1.26,-1.63%,900837,1480446
10/11/2022,77.92,78.01,76.84,77.25,-1.78,-2.25%,789939,1499498
10/10/2022,80.16,80.76,78.76,79.03,-1.21,-1.51%,648450,1496660
10/07/2022,78.78,80.94,78.78,80.24,1.98,+2.53%,1033901,1511340
10/06/2022,77.09,78.78,76.74,78.26,1.09,+1.41%,548360,1514066
10/05/2022,75.37,77.17,75.24,77.17,1.85,+2.46%,813525,1506201
10/04/2022,73.52,75.32,73.5,75.32,2.34,+3.21%,768329,1495538
10/03/2022,72.59,73.6,72.59,72.98,2.41,+3.42%,723564,1494932
09/30/2022,71.75,71.75,70.57,70.57,-1.42,-1.97%,575808,1496804
09/29/2022,72.91,72.91,71.99,71.99,-0.91,-1.25%,652880,1489732
09/28/2022,71.4,73,71.03,72.9,2.43,+3.45%,837171,1495984
09/27/2022,69.93,71.16,69.83,70.47,0.73,+1.05%,687088,1504991
09/26/2022,70.95,72.46,69.74,69.74,-1.92,-2.68%,574808,1515829
09/23/2022,72.33,72.33,71.66,71.66,-3.58,-4.76%,760895,1519566
09/22/2022,76.2,76.7,75.24,75.24,0.63,+0.84%,676203,1493722
09/21/2022,77.27,77.27,74.61,74.61,-0.65,-0.86%,724154,1487434
09/20/2022,76.45,76.51,75.26,75.26,-1.37,-1.79%,614452,1478966
09/19/2022,76.1,76.63,74.6,76.63,0.29,+0.38%,583196,1478949
09/16/2022,77.25,77.25,76.34,76.34,-0.19,-0.25%,602067,1487881
09/15/2022,76.59,77.03,76.53,76.53,-3.25,-4.07%,725747,1488169
09/14/2022,79.78,80.33,79.18,79.78,0.21,+0.26%,932408,1496829
09/13/2022,79.57,80.22,78.04,79.57,-0.55,-0.69%,907195,1498059
09/12/2022,80.12,80.12,78.31,80.12,1.17,+1.48%,691207,1494035
09/09/2022,78.9,78.95,78.9,78.95,2.87,+3.77%,744259,1492240
09/08/2022,76.07,76.53,75.37,76.08,0.51,+0.67%,802591,1505148
09/07/2022,77.3,77.3,75.3,75.57,-3.63,-4.58%,911243,1511051
09/06/2022,79.32,79.82,79.2,79.2,0.37,+0.47%,892746,1480320
09/02/2022,79.27,79.8,78.83,78.83,0.06,+0.08%,672738,1468947
09/01/2022,79.61,79.96,78.58,78.77,-2.08,-2.57%,699511,1465529
08/31/2022,81.73,82.21,80.75,80.85,-0.94,-1.15%,742965,1467964
08/30/2022,81.79,81.79,81.77,81.79,-2.79,-3.30%,865906,1470207
08/29/2022,84.58,84.58,82.64,84.58,1.82,+2.20%,599407,1478363
08/26/2022,82.76,83.65,82.3,82.76,-0.28,-0.34%,660774,1469803
08/25/2022,83.04,84.83,83.04,83.04,-1.7,-2.01%,660380,1479043
08/24/2022,84.74,84.74,84.16,84.74,0.24,+0.28%,739927,1493474
08/23/2022,83.97,85.03,83.97,84.5,1.72,+2.08%,670057,1501036
08/22/2022,81.3,82.9,80.73,82.78,-0.04,-0.05%,743157,1489054
